Datum,Tijd,Valutadatum,Product,ISIN,Omschrijving,FX,Mutatie,,Saldo,,Order Id
02-04-2026,16:02,02-04-2026,NEBIUS GROUP NV CLASS A,NL0009805522,Valuta Creditering,"1,1501",USD,"1026,15",USD,"0,00",2fb4465b-d5ed-46c3-afbf-4afdb7402fa7
02-04-2026,16:02,02-04-2026,NEBIUS GROUP NV CLASS A,NL0009805522,Valuta Debitering,,EUR,"-892,21",EUR,"2004,81",2fb4465b-d5ed-46c3-afbf-4afdb7402fa7
02-04-2026,16:02,02-04-2026,NEBIUS GROUP NV CLASS A,NL0009805522,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,00",EUR,"2897,02",2fb4465b-d5ed-46c3-afbf-4afdb7402fa7
02-04-2026,16:02,02-04-2026,NEBIUS GROUP NV CLASS A,NL0009805522,"Koop 10 @ 102,615 USD",,USD,"-1026,15",USD,"-1026,15",2fb4465b-d5ed-46c3-afbf-4afdb7402fa7
02-04-2026,16:01,02-04-2026,COREWEAVE INC CLASS A,US21873S1087,Valuta Creditering,"1,1502",USD,"1072,54",USD,"0,00",5e6eeb17-d17c-4f7e-8b50-958cd5766dff
02-04-2026,16:01,02-04-2026,COREWEAVE INC CLASS A,US21873S1087,Valuta Debitering,,EUR,"-932,47",EUR,"2899,02",5e6eeb17-d17c-4f7e-8b50-958cd5766dff
02-04-2026,16:01,02-04-2026,COREWEAVE INC CLASS A,US21873S1087,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,00",EUR,"3831,49",5e6eeb17-d17c-4f7e-8b50-958cd5766dff
02-04-2026,16:01,02-04-2026,COREWEAVE INC CLASS A,US21873S1087,"Koop 14 @ 76,61 USD",,USD,"-1072,54",USD,"-1072,54",5e6eeb17-d17c-4f7e-8b50-958cd5766dff
02-04-2026,16:01,02-04-2026,APPLIED DIGITAL CORP,US0381692070,Valuta Creditering,"1,1503",USD,"700,05",USD,"0,00",66e4726d-1654-497b-bf90-96fabafd31d9
02-04-2026,16:01,02-04-2026,APPLIED DIGITAL CORP,US0381692070,Valuta Debitering,,EUR,"-608,57",EUR,"3833,49",66e4726d-1654-497b-bf90-96fabafd31d9
02-04-2026,16:01,02-04-2026,APPLIED DIGITAL CORP,US0381692070,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,00",EUR,"4442,06",66e4726d-1654-497b-bf90-96fabafd31d9
02-04-2026,16:01,02-04-2026,APPLIED DIGITAL CORP,US0381692070,"Koop 30 @ 23,335 USD",,USD,"-700,05",USD,"-700,05",66e4726d-1654-497b-bf90-96fabafd31d9
02-04-2026,15:51,02-04-2026,,,Reservation iDEAL,,EUR,"1000,00",EUR,"4444,06",
02-04-2026,15:50,02-04-2026,,,Reservation iDEAL,,EUR,"1000,00",EUR,"3444,06",
02-04-2026,15:50,02-04-2026,,,Reservation iDEAL,,EUR,"1000,00",EUR,"2444,06",
30-03-2026,04:06,30-03-2026,,,Degiro Cash Sweep Transfer,,EUR,"-3,09",EUR,"1444,06",
30-03-2026,04:06,30-03-2026,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 3,09 EUR",,,,EUR,"1447,15",
28-03-2026,06:50,27-03-2026,,,Valuta Creditering,,EUR,"3,09",EUR,"1444,06",
28-03-2026,06:50,27-03-2026,,,Valuta Debitering,"1,1538",USD,"-3,57",USD,"0,00",
27-03-2026,07:30,27-03-2026,,,Degiro Cash Sweep Transfer,,EUR,"170,89",EUR,"1440,97",
27-03-2026,07:30,27-03-2026,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 170,89 EUR",,,,EUR,"1270,08",
27-03-2026,07:21,26-03-2026,META PLATFORMS INC CLASS A,US30303M1027,Dividend,,USD,"4,20",USD,"3,57",
27-03-2026,07:21,26-03-2026,META PLATFORMS INC CLASS A,US30303M1027,Dividendbelasting,,USD,"-0,63",USD,"-0,63",
27-03-2026,06:35,26-03-2026,,,Valuta Debitering,,EUR,"-170,89",EUR,"1440,97",
27-03-2026,06:35,26-03-2026,,,Valuta Creditering,"1,1499",USD,"196,50",USD,"0,00",
26-03-2026,18:21,26-03-2026,,,Degiro Cash Sweep Transfer,,EUR,"675,58",EUR,"1611,86",
26-03-2026,18:21,26-03-2026,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 675,58 EUR",,,,EUR,"936,28",
26-03-2026,17:26,26-03-2026,APPLIED DIGITAL CORP,US0381692070,Valuta Creditering,"1,1504",USD,"774,90",USD,"-196,50",fe9870ce-94c3-40d0-80b9-cc590c769932
26-03-2026,17:26,26-03-2026,APPLIED DIGITAL CORP,US0381692070,Valuta Debitering,,EUR,"-673,58",EUR,"1611,86",fe9870ce-94c3-40d0-80b9-cc590c769932
26-03-2026,17:26,26-03-2026,APPLIED DIGITAL CORP,US0381692070,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,00",EUR,"2285,44",fe9870ce-94c3-40d0-80b9-cc590c769932
26-03-2026,17:26,26-03-2026,APPLIED DIGITAL CORP,US0381692070,"Koop 30 @ 25,83 USD",,USD,"-774,90",USD,"-971,40",fe9870ce-94c3-40d0-80b9-cc590c769932
26-03-2026,17:21,26-03-2026,,,Degiro Cash Sweep Transfer,,EUR,"567,39",EUR,"2287,44",
26-03-2026,17:21,26-03-2026,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 567,39 EUR",,,,EUR,"1720,05",
26-03-2026,16:31,26-03-2026,LAM RESEARCH CORP,US5128073062,Valuta Creditering,"1,1514",USD,"651,00",USD,"-196,50",136754dd-6941-49e7-b581-3d9b4660763a
26-03-2026,16:31,26-03-2026,LAM RESEARCH CORP,US5128073062,Valuta Debitering,,EUR,"-565,39",EUR,"2287,44",136754dd-6941-49e7-b581-3d9b4660763a
26-03-2026,16:31,26-03-2026,LAM RESEARCH CORP,US5128073062,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,00",EUR,"2852,83",136754dd-6941-49e7-b581-3d9b4660763a
26-03-2026,16:31,26-03-2026,LAM RESEARCH CORP,US5128073062,Koop 3 @ 217 USD,,USD,"-651,00",USD,"-847,50",136754dd-6941-49e7-b581-3d9b4660763a
24-03-2026,17:52,24-03-2026,,,Degiro Cash Sweep Transfer,,EUR,"6,00",EUR,"2854,83",
24-03-2026,17:52,24-03-2026,,,Overboeking van uw geldrekening bij flatexDEGIRO Bank 6 EUR,,,,EUR,"2848,83",
24-03-2026,15:53,24-03-2026,LAM RESEARCH CORP,US5128073062,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,00",EUR,"2854,83",500954ef-b405-4290-9685-4cfb035d395c
24-03-2026,15:53,24-03-2026,LAM RESEARCH CORP,US5128073062,Koop 7 @ 236 USD,,USD,"-1652,00",USD,"-196,50",500954ef-b405-4290-9685-4cfb035d395c
24-03-2026,15:53,24-03-2026,APPLIED DIGITAL CORP,US0381692070,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,00",EUR,"2856,83",3b276af5-e15c-45e2-b258-2c6aa84d6ae6
24-03-2026,15:53,24-03-2026,APPLIED DIGITAL CORP,US0381692070,"Koop 50 @ 26,35 USD",,USD,"-1317,50",USD,"1455,50",3b276af5-e15c-45e2-b258-2c6aa84d6ae6
24-03-2026,15:51,24-03-2026,TRADE DESK INC CLASS A,US88339J1051,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,00",EUR,"2858,83",701477df-c641-492c-8319-479fd3d16a21
24-03-2026,15:51,24-03-2026,TRADE DESK INC CLASS A,US88339J1051,"Verkoop 23 @ 23,5 USD",,USD,"540,50",USD,"2773,00",701477df-c641-492c-8319-479fd3d16a21
24-03-2026,15:51,24-03-2026,TRADE DESK INC CLASS A,US88339J1051,"Verkoop 95 @ 23,5 USD",,USD,"2232,50",USD,"2232,50",701477df-c641-492c-8319-479fd3d16a21
20-03-2026,10:50,20-03-2026,,,Degiro Cash Sweep Transfer,,EUR,"-0,03",EUR,"2860,83",
20-03-2026,10:50,20-03-2026,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 0,03 EUR",,,,EUR,"2860,86",
20-03-2026,09:44,20-03-2026,,,Inkomsten uit Securities Lending - Februari,,EUR,"0,03",EUR,"2860,83",
13-03-2026,07:45,13-03-2026,,,Degiro Cash Sweep Transfer,,EUR,"-233,27",EUR,"2860,80",
13-03-2026,07:45,13-03-2026,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 233,27 EUR",,,,EUR,"3094,07",
13-03-2026,06:30,12-03-2026,,,Valuta Creditering,,EUR,"233,27",EUR,"2860,80",
13-03-2026,06:30,12-03-2026,,,Valuta Debitering,"1,1540",USD,"-269,20",USD,"0,00",
12-03-2026,18:12,12-03-2026,,,Degiro Cash Sweep Transfer,,EUR,"2,00",EUR,"2627,53",
12-03-2026,18:12,12-03-2026,,,Overboeking van uw geldrekening bij flatexDEGIRO Bank 2 EUR,,,,EUR,"2625,53",
12-03-2026,18:11,12-03-2026,,,Degiro Cash Sweep Transfer,,USD,"2019,20",USD,"269,20",
12-03-2026,18:11,12-03-2026,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 2.019,2 USD",,,,USD,"-1750,00",
12-03-2026,15:49,12-03-2026,HIMS & HERS HEALTH INC CLASS A,US4330001060,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,00",EUR,"2627,53",34505b8e-34ee-4914-90a9-ae95a4d60c51
12-03-2026,15:49,12-03-2026,HIMS & HERS HEALTH INC CLASS A,US4330001060,Koop 70 @ 25 USD,,USD,"-1750,00",USD,"269,20",34505b8e-34ee-4914-90a9-ae95a4d60c51
11-03-2026,16:42,11-03-2026,,,Degiro Cash Sweep Transfer,,USD,"-1099,99",USD,"2019,20",
11-03-2026,16:42,11-03-2026,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 1.099,99 USD",,,,USD,"3119,19",
11-03-2026,16:41,11-03-2026,,,Degiro Cash Sweep Transfer,,EUR,"6,00",EUR,"2629,53",
11-03-2026,16:41,11-03-2026,,,Overboeking van uw geldrekening bij flatexDEGIRO Bank 6 EUR,,,,EUR,"2623,53",
11-03-2026,15:55,11-03-2026,APPLIED DIGITAL CORP,US0381692070,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,00",EUR,"2629,53",9ad298e7-745e-4467-be3e-a9a6a4576c2a
11-03-2026,15:55,11-03-2026,APPLIED DIGITAL CORP,US0381692070,Koop 30 @ 29 USD,,USD,"-870,00",USD,"2019,20",9ad298e7-745e-4467-be3e-a9a6a4576c2a
11-03-2026,15:37,11-03-2026,LAM RESEARCH CORP,US5128073062,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,00",EUR,"2631,53",0c330e9a-2b40-4eb6-999f-01bc3a389243
11-03-2026,15:37,11-03-2026,LAM RESEARCH CORP,US5128073062,"Koop 5 @ 219,85 USD",,USD,"-1099,25",USD,"2889,20",0c330e9a-2b40-4eb6-999f-01bc3a389243
11-03-2026,15:37,11-03-2026,LAM RESEARCH CORP,US5128073062,"Koop 1 @ 219,85 USD",,USD,"-219,85",USD,"3988,45",0c330e9a-2b40-4eb6-999f-01bc3a389243
11-03-2026,15:36,11-03-2026,DRAFTKINGS INC CLASS A,US26142V1052,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,00",EUR,"2633,53",97a23ca5-407f-4f84-b9b7-c4dc1d12a4fa
11-03-2026,15:36,11-03-2026,DRAFTKINGS INC CLASS A,US26142V1052,"Verkoop 8 @ 24,73 USD",,USD,"197,84",USD,"4208,30",97a23ca5-407f-4f84-b9b7-c4dc1d12a4fa
11-03-2026,15:36,11-03-2026,DRAFTKINGS INC CLASS A,US26142V1052,"Verkoop 25 @ 24,73 USD",,USD,"618,25",USD,"4010,46",97a23ca5-407f-4f84-b9b7-c4dc1d12a4fa
11-03-2026,15:36,11-03-2026,DRAFTKINGS INC CLASS A,US26142V1052,"Verkoop 100 @ 24,73 USD",,USD,"2473,00",USD,"3392,21",97a23ca5-407f-4f84-b9b7-c4dc1d12a4fa
11-03-2026,01:23,10-03-2026,,,iDEAL Deposit,,EUR,"1000,00",EUR,"2635,53",
11-03-2026,01:23,10-03-2026,,,Reservation iDEAL,,EUR,"-1000,00",EUR,"1635,53",
11-03-2026,01:23,10-03-2026,,,iDEAL Deposit,,EUR,"1000,00",EUR,"2635,53",
11-03-2026,01:23,10-03-2026,,,Reservation iDEAL,,EUR,"-1000,00",EUR,"1635,53",
10-03-2026,14:20,10-03-2026,,,Reservation iDEAL,,EUR,"1000,00",EUR,"2635,53",
10-03-2026,14:20,10-03-2026,,,Reservation iDEAL,,EUR,"1000,00",EUR,"1635,53",
05-03-2026,13:57,05-03-2026,,,Degiro Cash Sweep Transfer,,EUR,"2,50",EUR,"635,53",
05-03-2026,13:57,05-03-2026,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 2,5 EUR",,,,EUR,"633,03",
05-03-2026,12:26,28-02-2026,,,DEGIRO Aansluitingskosten 2026 (London Stock Exchange (LSE) - LSE),,EUR,"-2,50",EUR,"635,53",
04-03-2026,11:12,04-03-2026,,,Degiro Cash Sweep Transfer,,EUR,"-52,57",EUR,"638,03",
04-03-2026,11:12,04-03-2026,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 52,57 EUR",,,,EUR,"690,60",
04-03-2026,09:32,03-03-2026,SIEMENS ENERGY AG,DE000ENER6Y0,Dividend,,EUR,"71,40",EUR,"638,03",
04-03-2026,09:32,03-03-2026,SIEMENS ENERGY AG,DE000ENER6Y0,Dividendbelasting,,EUR,"-18,83",EUR,"566,63",
02-03-2026,16:10,26-02-2026,,,Degiro Cash Sweep Transfer,,EUR,"4,00",EUR,"585,46",
02-03-2026,16:10,26-02-2026,,,Overboeking van uw geldrekening bij flatexDEGIRO Bank 4 EUR,,,,EUR,"581,46",
27-02-2026,23:11,27-02-2026,,,Degiro Cash Sweep Transfer,,EUR,"2,00",EUR,"585,46",
27-02-2026,23:11,27-02-2026,,,Overboeking van uw geldrekening bij flatexDEGIRO Bank 2 EUR,,,,EUR,"583,46",
27-02-2026,23:10,27-02-2026,,,Degiro Cash Sweep Transfer,,USD,"929,60",USD,"919,21",
27-02-2026,23:10,27-02-2026,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 929,6 USD",,,,USD,"-10,39",
27-02-2026,21:04,27-02-2026,APPLIED DIGITAL CORP,US0381692070,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,00",EUR,"585,46",5739703b-0b08-481d-93cf-2dd3daddf2dd
27-02-2026,21:04,27-02-2026,APPLIED DIGITAL CORP,US0381692070,"Koop 35 @ 26,56 USD",,USD,"-929,60",USD,"919,21",5739703b-0b08-481d-93cf-2dd3daddf2dd
26-02-2026,17:30,26-02-2026,,,Degiro Cash Sweep Transfer,,USD,"3568,95",USD,"1848,81",
26-02-2026,17:30,26-02-2026,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 3.568,95 USD",,,,USD,"-1720,14",
26-02-2026,15:54,26-02-2026,LAM RESEARCH CORP,US5128073062,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,00",EUR,"587,46",d3ea4de6-298c-4fdb-8e75-d2f6669d74ff
26-02-2026,15:54,26-02-2026,LAM RESEARCH CORP,US5128073062,Koop 10 @ 239 USD,,USD,"-2390,00",USD,"1848,81",d3ea4de6-298c-4fdb-8e75-d2f6669d74ff
26-02-2026,15:53,26-02-2026,APPLIED DIGITAL CORP,US0381692070,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,00",EUR,"589,46",06478d7a-5408-462e-8e0c-6e808e368548
26-02-2026,15:53,26-02-2026,APPLIED DIGITAL CORP,US0381692070,"Koop 41 @ 28,755 USD",,USD,"-1178,96",USD,"4238,81",06478d7a-5408-462e-8e0c-6e808e368548
23-02-2026,20:31,23-02-2026,,,Degiro Cash Sweep Transfer,,EUR,"10,00",EUR,"591,46",
23-02-2026,20:31,23-02-2026,,,Overboeking van uw geldrekening bij flatexDEGIRO Bank 10 EUR,,,,EUR,"581,46",
23-02-2026,10:47,31-01-2026,,,DEGIRO Aansluitingskosten 2026 (New York Stock Exchange - NSY),,EUR,"-2,50",EUR,"591,46",
23-02-2026,10:47,31-01-2026,,,DEGIRO Aansluitingskosten 2026 (Nasdaq - NDQ),,EUR,"-2,50",EUR,"593,96",
23-02-2026,10:47,31-01-2026,,,DEGIRO Aansluitingskosten 2026 (Euronext Milan - MIL),,EUR,"-2,50",EUR,"596,46",
23-02-2026,10:47,31-01-2026,,,DEGIRO Aansluitingskosten 2026 (Xetra - XET),,EUR,"-2,50",EUR,"598,96",
19-02-2026,09:40,19-02-2026,,,Degiro Cash Sweep Transfer,,EUR,"-10,88",EUR,"601,46",
19-02-2026,09:40,19-02-2026,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 10,88 EUR",,,,EUR,"612,34",
19-02-2026,07:06,18-02-2026,ASML HOLDING NV,NL0010273215,Dividend,,EUR,"12,80",EUR,"601,46",
19-02-2026,07:05,18-02-2026,ASML HOLDING NV,NL0010273215,Dividendbelasting,,EUR,"-1,92",EUR,"588,66",
12-02-2026,19:30,12-02-2026,,,Degiro Cash Sweep Transfer,,USD,"-4475,80",USD,"5417,76",
12-02-2026,19:30,12-02-2026,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 4.475,8 USD",,,,USD,"9893,56",
12-02-2026,19:30,12-02-2026,,,Degiro Cash Sweep Transfer,,EUR,"2,00",EUR,"590,58",
12-02-2026,19:30,12-02-2026,,,Overboeking van uw geldrekening bij flatexDEGIRO Bank 2 EUR,,,,EUR,"588,58",
12-02-2026,18:24,12-02-2026,HIMS & HERS HEALTH INC CLASS A,US4330001060,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,00",EUR,"590,58",d788d546-54d6-464a-b1bd-e1857bbcbb02
12-02-2026,18:24,12-02-2026,HIMS & HERS HEALTH INC CLASS A,US4330001060,"Verkoop 278 @ 16,1 USD",,USD,"4475,80",USD,"5417,76",d788d546-54d6-464a-b1bd-e1857bbcbb02
10-02-2026,17:21,10-02-2026,,,Degiro Cash Sweep Transfer,,USD,"0,04",USD,"941,96",
10-02-2026,17:21,10-02-2026,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 0,04 USD",,,,USD,"941,92",
10-02-2026,15:14,31-01-2026,,,Rente,,USD,"-0,04",USD,"941,96",
10-02-2026,11:30,10-02-2026,,,Degiro Cash Sweep Transfer,,EUR,"3051,48",EUR,"592,58",
10-02-2026,11:30,10-02-2026,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 3.051,48 EUR",,,,EUR,"-2458,90",
10-02-2026,10:32,10-02-2026,VANECK DEFENSE UCITS ETF,IE000YYE6WK5,Valuta Creditering,"1,1889",USD,"3624,40",USD,"942,00",1bcb3406-79bb-4efe-9397-abbe50c288c3
10-02-2026,10:32,10-02-2026,VANECK DEFENSE UCITS ETF,IE000YYE6WK5,Valuta Debitering,,EUR,"-3048,48",EUR,"592,58",1bcb3406-79bb-4efe-9397-abbe50c288c3
10-02-2026,10:32,10-02-2026,VANECK DEFENSE UCITS ETF,IE000YYE6WK5,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-3,00",EUR,"3641,06",1bcb3406-79bb-4efe-9397-abbe50c288c3
10-02-2026,10:32,10-02-2026,VANECK DEFENSE UCITS ETF,IE000YYE6WK5,"Koop 52 @ 69,7 USD",,USD,"-3624,40",USD,"-2682,40",1bcb3406-79bb-4efe-9397-abbe50c288c3
05-02-2026,18:54,05-02-2026,,,Degiro Cash Sweep Transfer,,EUR,"3,00",EUR,"3644,06",
05-02-2026,18:54,05-02-2026,,,Overboeking van uw geldrekening bij flatexDEGIRO Bank 3 EUR,,,,EUR,"3641,06",
05-02-2026,18:50,05-02-2026,,,Degiro Cash Sweep Transfer,,USD,"4743,90",USD,"942,00",
05-02-2026,18:50,05-02-2026,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 4.743,9 USD",,,,USD,"-3801,90",
05-02-2026,18:41,05-02-2026,,,Degiro Cash Sweep Transfer,,EUR,"4,00",EUR,"3644,06",
05-02-2026,18:41,05-02-2026,,,Overboeking van uw geldrekening bij flatexDEGIRO Bank 4 EUR,,,,EUR,"3640,06",
05-02-2026,18:31,05-02-2026,,,Degiro Cash Sweep Transfer,,USD,"2397,00",USD,"942,00",
05-02-2026,18:31,05-02-2026,,,Overboeking van uw geldrekening bij flatexDEGIRO Bank 2.397 USD,,,,USD,"-1455,00",
05-02-2026,16:06,05-02-2026,VANECK DEFENSE UCITS ETF,IE000YYE6WK5,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-3,00",EUR,"3644,06",c0d9a340-8c59-4f92-89b1-205371b31de3
05-02-2026,16:06,05-02-2026,VANECK DEFENSE UCITS ETF,IE000YYE6WK5,"Koop 70 @ 67,77 USD",,USD,"-4743,90",USD,"942,00",c0d9a340-8c59-4f92-89b1-205371b31de3
05-02-2026,15:50,05-02-2026,NEBIUS GROUP NV CLASS A,NL0009805522,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,00",EUR,"3647,06",ef2493bd-9b4a-4261-9300-70b6820bab14
05-02-2026,15:50,05-02-2026,NEBIUS GROUP NV CLASS A,NL0009805522,"Koop 15 @ 79,3 USD",,USD,"-1189,50",USD,"5685,90",ef2493bd-9b4a-4261-9300-70b6820bab14
05-02-2026,15:44,05-02-2026,COREWEAVE INC CLASS A,US21873S1087,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,00",EUR,"3649,06",8f54a016-d8e1-4772-93c7-d94b993ac3b1
05-02-2026,15:44,05-02-2026,COREWEAVE INC CLASS A,US21873S1087,"Koop 15 @ 80,5 USD",,USD,"-1207,50",USD,"6875,40",8f54a016-d8e1-4772-93c7-d94b993ac3b1
02-02-2026,15:34,02-02-2026,,,Degiro Cash Sweep Transfer,,USD,"-4718,57",USD,"8082,90",
02-02-2026,15:34,02-02-2026,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 4.718,57 USD",,,,USD,"12801,47",
02-02-2026,15:32,02-02-2026,,,Degiro Cash Sweep Transfer,,EUR,"283,40",EUR,"3651,06",
02-02-2026,15:32,02-02-2026,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 283,4 EUR",,,,EUR,"3367,66",
02-02-2026,14:51,02-02-2026,EUR/USD,EURUSD......,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-10,00",EUR,"3651,06",
02-02-2026,14:51,02-02-2026,EUR/USD,EURUSD......,Valuta Creditering,"1,1797",USD,"4718,57",USD,"8082,90",
02-02-2026,14:51,02-02-2026,EUR/USD,EURUSD......,Valuta Debitering,,EUR,"-4000,00",EUR,"3661,06",
02-02-2026,14:47,02-02-2026,ADYEN NV,NL0012969182,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-3,00",EUR,"7661,06",568a2e82-f91f-4e21-afec-a9427ac70359
02-02-2026,14:47,02-02-2026,ADYEN NV,NL0012969182,"Verkoop 3 @ 1.243,2 EUR",,EUR,"3729,60",EUR,"7664,06",568a2e82-f91f-4e21-afec-a9427ac70359
30-01-2026,08:31,30-01-2026,,,Degiro Cash Sweep Transfer,,USD,"-2,91",USD,"3364,33",
30-01-2026,08:31,30-01-2026,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 2,91 USD",,,,USD,"3367,24",
30-01-2026,07:02,29-01-2026,MARVELL TECHNOLOGY INC,US5738741041,Dividendbelasting,,USD,"-0,51",USD,"3364,33",
30-01-2026,07:02,29-01-2026,MARVELL TECHNOLOGY INC,US5738741041,Dividend,,USD,"3,42",USD,"3364,84",
29-01-2026,20:59,29-01-2026,,,Degiro Cash Sweep Transfer,,USD,"-2420,00",USD,"3361,42",
29-01-2026,20:59,29-01-2026,,,Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 2.420 USD,,,,USD,"5781,42",
29-01-2026,20:56,29-01-2026,,,Degiro Cash Sweep Transfer,,EUR,"2,00",EUR,"3934,46",
29-01-2026,20:56,29-01-2026,,,Overboeking van uw geldrekening bij flatexDEGIRO Bank 2 EUR,,,,EUR,"3932,46",
29-01-2026,15:47,29-01-2026,HIMS & HERS HEALTH INC CLASS A,US4330001060,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,00",EUR,"3934,46",23c31fe4-9475-46c1-8a98-747efdba08ef
29-01-2026,15:47,29-01-2026,HIMS & HERS HEALTH INC CLASS A,US4330001060,"Verkoop 80 @ 30,25 USD",,USD,"2420,00",USD,"3361,42",23c31fe4-9475-46c1-8a98-747efdba08ef
22-01-2026,17:31,22-01-2026,,,Degiro Cash Sweep Transfer,,EUR,"-0,67",EUR,"3936,46",
22-01-2026,17:31,22-01-2026,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 0,67 EUR",,,,EUR,"3937,13",
22-01-2026,15:47,22-01-2026,,,DEGIRO Geldmarktfondsen Compensatie,,EUR,"0,67",EUR,"3936,46",
21-01-2026,17:02,21-01-2026,,,Degiro Cash Sweep Transfer,,EUR,"4,00",EUR,"3935,79",
21-01-2026,17:02,21-01-2026,,,Overboeking van uw geldrekening bij flatexDEGIRO Bank 4 EUR,,,,EUR,"3931,79",
21-01-2026,16:50,21-01-2026,,,Degiro Cash Sweep Transfer,,USD,"2102,43",USD,"941,42",
21-01-2026,16:50,21-01-2026,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 2.102,43 USD",,,,USD,"-1161,01",
21-01-2026,15:36,21-01-2026,COREWEAVE INC CLASS A,US21873S1087,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,00",EUR,"3935,79",91af9781-6096-4776-b28c-cbc861abc04d
21-01-2026,15:36,21-01-2026,COREWEAVE INC CLASS A,US21873S1087,"Koop 7 @ 90,99 USD",,USD,"-636,93",USD,"941,42",91af9781-6096-4776-b28c-cbc861abc04d
21-01-2026,15:35,21-01-2026,NEBIUS GROUP NV CLASS A,NL0009805522,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,00",EUR,"3937,79",30cdc1d5-b19b-47ed-a5a8-4fa20bb17d0e
21-01-2026,15:35,21-01-2026,NEBIUS GROUP NV CLASS A,NL0009805522,"Koop 15 @ 97,7 USD",,USD,"-1465,50",USD,"1578,35",30cdc1d5-b19b-47ed-a5a8-4fa20bb17d0e
15-01-2026,20:31,15-01-2026,,,Degiro Cash Sweep Transfer,,USD,"-3043,85",USD,"3043,85",
15-01-2026,20:31,15-01-2026,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 3.043,85 USD",,,,USD,"6087,70",
15-01-2026,20:31,15-01-2026,,,Degiro Cash Sweep Transfer,,EUR,"2,00",EUR,"3939,79",
15-01-2026,20:31,15-01-2026,,,Overboeking van uw geldrekening bij flatexDEGIRO Bank 2 EUR,,,,EUR,"3937,79",
15-01-2026,19:25,15-01-2026,HIMS & HERS HEALTH INC CLASS A,US4330001060,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,00",EUR,"3939,79",59b6d90d-a8ee-4661-933e-5297ea326977
15-01-2026,19:25,15-01-2026,HIMS & HERS HEALTH INC CLASS A,US4330001060,"Verkoop 100 @ 31,0801 USD",,USD,"3108,01",USD,"3043,85",59b6d90d-a8ee-4661-933e-5297ea326977
13-01-2026,19:21,13-01-2026,,,Degiro Cash Sweep Transfer,,EUR,"2,00",EUR,"3941,79",
13-01-2026,19:21,13-01-2026,,,Overboeking van uw geldrekening bij flatexDEGIRO Bank 2 EUR,,,,EUR,"3939,79",
13-01-2026,19:20,13-01-2026,,,Degiro Cash Sweep Transfer,,USD,"775,84",USD,"-64,16",
